rank_vfm,fifa_version,season_label,dataset_gender,sofifa_id,short_name,long_name,age,primary_position,position_group,overall,potential,performance_score,value_eur,wage_eur,annual_wage_eur,total_cost_eur,cost_million_eur,vfm_index,vfm_formula_1_index,vfm_formula_2_index,vfm_formula_3_raw,regression_residual,club_name,league_name,nationality_name,player_url,cost_performance_segment
9,18,FIFA 18,male,140271,J. Restrepo,John Javier Restrepo Pérez,39,CDM,MID,65,65,61.974999999999994,35000.0,500.0,26000.0,61000.0,0.061,99.95483543160391,100.0,99.93789871845537,0.9141267474335002,4.5630907379681105,Rionegro Águilas,Colombian Liga Postobón,Colombia,https://sofifa.com/player/140271/javier-restrepo/180002,low_perf_low_cost__budget_depth
8,16,FIFA 16,male,23312,J. De Guzmán,Julián de Guzmán,34,CDM,MID,68,68,66.9675,270000.0,1000.0,52000.0,322000.0,0.322,99.9545159194282,99.96101364522417,99.94801819363222,0.6925745125331362,3.7793404144483844,,,Canada,https://sofifa.com/player/23312/julian-de-guzman/160002,mid_market
9,17,FIFA 17,male,45073,K. Lasley,Keith Lasley,36,CM,MID,66,66,64.2925,50000.0,2000.0,104000.0,154000.0,0.154,99.9537197732269,99.97685988661344,99.9537197732269,0.6820299560604948,3.574673660727356,Motherwell,Scottish Premiership,Scotland,https://sofifa.com/player/45073/keith-lasley/170002,low_perf_low_cost__budget_depth
10,22,FIFA 22,male,163616,J. Young,Jamie Young,35,GK,GK,68,68,66.47,130000.0,750.0,39000.0,169000.0,0.169,99.9531518400916,99.94274113788974,99.9531518400916,1.2643347413277575,6.565516069531846,Western United FC,Australian Hyundai A-League,England,https://sofifa.com/player/163616/jamie-young/220002,mid_market
10,21,FIFA 21,male,183315,D. González,David González Giraldo,37,GK,GK,71,71,68.55,210000.0,1000.0,52000.0,262000.0,0.262,99.95188966696958,99.94654407441065,99.95188966696958,1.2801833528075923,6.795215500456003,Deportivo Cali,Colombian Liga Postobón,Colombia,https://sofifa.com/player/183315/david-gonzalez/210002,mid_market
10,20,FIFA 20,male,200389,J. Oblak,Jan Oblak,26,GK,GK,91,93,91.03,77500000.0,125000.0,6500000.0,84000000.0,84.0,99.95063895135195,48.615148357374,99.9945154390391,0.7717126856485272,4.832953077653798,Atlético de Madrid,Spain Primera Division,Slovenia,https://sofifa.com/player/200389/jan-oblak/200002,high_perf_high_cost__premium_star
10,19,FIFA 19,male,49031,S. Sorrentino,Stefano Sorrentino,39,GK,GK,80,80,75.7,1000000.0,10000.0,520000.0,1520000.0,1.52,99.94956287827841,99.64133602331316,99.97197937682134,0.9418209595340329,5.246716146351545,Chievo Verona,Italian Serie A,Italy,https://sofifa.com/player/49031/stefano-sorrentino/190002,mid_market
10,18,FIFA 18,male,216692,S. Torrico,Sebastián Alberto Torrico,37,GK,GK,77,77,73.98,600000.0,10000.0,520000.0,1120000.0,1.12,99.9491898605544,99.66691130807881,99.96612657370292,0.8974581976521979,4.934178135595374,San Lorenzo de Almagro,Argentina Primera División,Argentina,https://sofifa.com/player/216692/sebastian-torrico/180002,mid_market
9,16,FIFA 16,male,227127,Álex Remiro,Alejandro Remiro Gargallo,20,GK,GK,68,78,73.46000000000001,1200000.0,2000.0,104000.0,1304000.0,1.304,99.94801819363222,99.85055230669265,99.96101364522417,0.6884030308353077,3.9880983485068384,Athletic Club de Bilbao B,Spanish Segunda División,Spain,https://sofifa.com/player/227127/alejandro-remiro-gargallo/160002,mid_market
11,22,FIFA 22,male,225983,S. Mpontshane,Siyabonga Mpontshane,35,GK,GK,65,65,64.16,80000.0,500.0,26000.0,106000.0,0.106,99.94794648899068,99.96356254229349,99.93753578678883,1.2246468518357496,6.293713597758952,Orlando Pirates,South African Premier Division,South Africa,https://sofifa.com/player/225983/siyabonga-mpontshane/220002,low_perf_low_cost__budget_depth
10,17,FIFA 17,male,179684,J. Castillo,Juan Guillermo Castillo Iriart,38,GK,GK,66,66,63.559999999999995,110000.0,500.0,26000.0,136000.0,0.136,99.94793474488026,99.9710748582668,99.90743954645379,0.6514800267920371,3.382718083619679,Patriotas Boyacá FC,Colombian Liga Postobón,Uruguay,https://sofifa.com/player/179684/juan-castillo/170002,low_perf_low_cost__budget_depth
11,21,FIFA 21,male,164505,B. Guzan,Bradley Guzan,35,GK,GK,72,72,70.33999999999999,250000.0,3000.0,156000.0,406000.0,0.406,99.94654407441065,99.88774255626237,99.94119848185171,1.2478761597390116,6.672127281338611,Atlanta United,USA Major League Soccer,United States,https://sofifa.com/player/164505/brad-guzan/210002,mid_market
11,20,FIFA 20,male,146748,Diego López,Diego López Rodríguez,37,GK,GK,80,80,76.47,1500000.0,17000.0,884000.0,2384000.0,2.384,99.94515439039104,96.35825152196567,99.97806175615642,0.7633913136224723,4.2679122402636125,RCD Espanyol de Barcelona,Spain Primera Division,Spain,https://sofifa.com/player/146748/diego-lopez-rodriguez/200002,mid_market
11,19,FIFA 19,male,176540,B. Castillo,Bréiner Clemente Castillo Caicedo,40,GK,GK,66,66,62.88,45000.0,500.0,26000.0,71000.0,0.071,99.94395875364268,99.97758350145706,99.92714637973549,0.9308433477396527,4.702435807862706,Atlético Huila,Colombian Liga Postobón,Colombia,https://sofifa.com/player/176540/breiner-castillo/190002,low_perf_low_cost__budget_depth
11,18,FIFA 18,male,5479,Casillas,Iker Casillas Fernández,36,GK,GK,83,83,78.94,3500000.0,10000.0,520000.0,4020000.0,4.02,99.94354428950489,96.2231129678767,99.9491898605544,0.8334611240588227,4.785382817037302,FC Porto,Portuguese Liga ZON SAGRES,Spain,https://sofifa.com/player/5479/iker-casillas-fernandez/180002,high_perf_high_cost__premium_star
12,22,FIFA 22,male,142902,A. Pyatov,Andriy Pyatov,37,GK,GK,75,75,72.3,625000.0,500.0,26000.0,651000.0,0.651,99.94274113788974,99.79178595596274,99.94794648899068,1.2217305892194936,6.5027289341129375,Shakhtar Donetsk,Ukrainian Premier League,Ukraine,https://sofifa.com/player/142902/andriy-pyatov/220002,mid_market
11,17,FIFA 17,male,159591,A. Pérez,Andrés Eduardo Pérez Gutiérrez,35,CDM,MID,74,74,71.04499999999999,575000.0,3000.0,156000.0,731000.0,0.731,99.9421497165336,99.73967372440124,99.9421497165336,0.6365773254546557,3.5540819802051544,Deportivo Cali,Colombian Liga Postobón,Colombia,https://sofifa.com/player/159591/andres-perez/170002,mid_market
10,16,FIFA 16,male,45717,J. Standfest,Joachim Standfest,35,RB,DEF,65,65,64.22749999999999,80000.0,2000.0,104000.0,184000.0,0.184,99.94152046783626,99.97400909681612,99.88304093567251,0.6694644702114929,3.5535485139544036,RZ Pellets Wolfsberger AC,Austrian Football Bundesliga,Austria,https://sofifa.com/player/45717/joachim-standfest/160002,low_perf_low_cost__budget_depth
12,21,FIFA 21,male,186681,Alberto,Alberto García Cabrera,35,GK,GK,72,72,70.31,250000.0,3000.0,156000.0,406000.0,0.406,99.94119848185171,99.87705137114449,99.93585288929278,1.2423819187969811,6.642127281338624,Rayo Vallecano,Spanish Segunda División,Spain,https://sofifa.com/player/186681/alberto-garcia-cabrera/210002,mid_market
12,20,FIFA 20,male,215363,L. Montipò,Lorenzo Montipò,23,GK,GK,69,79,74.30000000000001,1300000.0,2000.0,104000.0,1404000.0,1.404,99.93966982943016,98.48077661383206,99.94515439039104,0.7610830281521053,4.178095563351974,Benevento,Italian Serie B,Italy,https://sofifa.com/player/215363/lorenzo-montipo/200002,mid_market
12,19,FIFA 19,male,14907,A. Bizzarri,Albano Benjamín Bizzarri,40,GK,GK,76,76,71.82,525000.0,2000.0,104000.0,629000.0,0.629,99.93835462900695,99.80945976238512,99.94956287827841,0.9045593899433284,4.901991186047837,Foggia,Italian Serie B,Argentina,https://sofifa.com/player/14907/albano-bizzarri/190002,mid_market
12,18,FIFA 18,male,205530,M. Pigliacelli,Mirko Pigliacelli,24,GK,GK,68,76,73.62,975000.0,3000.0,156000.0,1131000.0,1.131,99.93789871845537,99.48060746344493,99.93225314740586,0.8246231015384687,4.535107180890336,Pescara,Italian Serie B,Italy,https://sofifa.com/player/205530/mirko-pigliacelli/180002,mid_market
13,22,FIFA 22,male,198355,S. Clark,Steve Clark,35,GK,GK,72,72,70.16,250000.0,3000.0,156000.0,406000.0,0.406,99.93753578678883,99.85945552027485,99.94274113788974,1.2183122932456558,6.42583043100538,Portland Timbers,USA Major League Soccer,United States,https://sofifa.com/player/198355/steve-clark/220002,mid_market
12,17,FIFA 17,male,201886,S. Xulu,Siyanda Xulu,24,CB,DEF,68,74,72.535,1000000.0,500.0,26000.0,1026000.0,1.026,99.93636468818697,99.46777739210923,99.94793474488026,0.6302485180809902,3.5697927532531963,Kaizer Chiefs,South African Premier Division,South Africa,https://sofifa.com/player/201886/siyanda-xulu/170002,mid_market
13,21,FIFA 21,male,142902,A. Pyatov,Andriy Pyatov,36,GK,GK,76,76,73.60000000000001,825000.0,500.0,26000.0,851000.0,0.851,99.93585288929278,99.74341155717111,99.94654407441065,1.2364405153631775,6.699771053031682,Shakhtar Donetsk,Ukrainian Premier League,Ukraine,https://sofifa.com/player/142902/andriy-pyatov/210002,mid_market
