rank_vfm,fifa_version,season_label,dataset_gender,sofifa_id,short_name,long_name,age,primary_position,position_group,overall,potential,performance_score,value_eur,wage_eur,annual_wage_eur,total_cost_eur,cost_million_eur,vfm_index,vfm_formula_1_index,vfm_formula_2_index,vfm_formula_3_raw,regression_residual,club_name,league_name,nationality_name,player_url,cost_performance_segment
1,16,FIFA 16,male,175253,W. Ayoví,Walter Orlando Ayoví Corozo,35,LB,DEF,68,68,66.695,130000.0,2000.0,104000.0,234000.0,0.234,100.0,100.0,100.0,0.9041689213904581,4.941060382289045,Dorados de Sinaloa,Mexican Liga MX,Ecuador,https://sofifa.com/player/175253/walter-ayovi/160002,mid_market
2,16,FIFA 16,male,134621,De Coz,David Gutiérrez de Coz,35,RB,DEF,66,66,65.1275,90000.0,2000.0,104000.0,194000.0,0.194,99.99350227420403,99.99350227420403,99.98700454840805,0.7832757502027164,4.215782205861686,CD Lugo,Spanish Segunda División,Spain,https://sofifa.com/player/134621/david-gutierrez-de-coz/160002,mid_market
3,16,FIFA 16,male,146695,L. Franco,Leonardo Neoren Franco,38,GK,GK,69,69,66.68,170000.0,2000.0,104000.0,274000.0,0.274,99.98700454840805,99.98050682261209,99.99350227420403,0.7734950805740826,4.217074491634129,SD Huesca,Spanish Segunda División,Argentina,https://sofifa.com/player/146695/leo-franco/160002,mid_market
4,16,FIFA 16,male,169780,J. Yacuzzi,Javier Orlando Yacuzzi,35,LB,DEF,66,66,65.045,90000.0,2000.0,104000.0,194000.0,0.194,99.98050682261209,99.98700454840805,99.98050682261209,0.7689062640437118,4.13328220586169,Defensa y Justicia,Argentina Primera División,Argentina,https://sofifa.com/player/169780/javier-yacuzzi/160002,mid_market
5,16,FIFA 16,male,221302,N. Tapia,Nelino José Tapia Gil,24,LB,DEF,69,74,73.14750000000001,1100000.0,2000.0,104000.0,1204000.0,1.204,99.97400909681612,99.88304093567251,99.97400909681612,0.6987210299823391,4.03406230529761,Uniautónoma FC,Colombian Liga Postobón,Colombia,https://sofifa.com/player/221302/nelino-tapia/160002,mid_market
6,16,FIFA 16,male,225024,M. Holgate,Mason Holgate,18,RB,DEF,61,80,69.08,400000.0,2000.0,104000.0,504000.0,0.504,99.96751137102015,99.9545159194282,99.9545159194282,0.6969454893312693,3.878978591785568,Everton,English Premier League,England,https://sofifa.com/player/225024/mason-holgate/160002,mid_market
7,16,FIFA 16,male,221841,A. Armstrong,Adam Armstrong,18,CF,ATT,65,84,72.725,1000000.0,2000.0,104000.0,1104000.0,1.104,99.96101364522417,99.90253411306043,99.96751137102015,0.6954971958465342,4.0011263531051355,Coventry City,English League One,England,https://sofifa.com/player/221841/adam-armstrong/160002,mid_market
8,16,FIFA 16,male,23312,J. De Guzmán,Julián de Guzmán,34,CDM,MID,68,68,66.9675,270000.0,1000.0,52000.0,322000.0,0.322,99.9545159194282,99.96101364522417,99.94801819363222,0.6925745125331362,3.7793404144483844,,,Canada,https://sofifa.com/player/23312/julian-de-guzman/160002,mid_market
9,16,FIFA 16,male,227127,Álex Remiro,Alejandro Remiro Gargallo,20,GK,GK,68,78,73.46000000000001,1200000.0,2000.0,104000.0,1304000.0,1.304,99.94801819363222,99.85055230669265,99.96101364522417,0.6884030308353077,3.9880983485068384,Athletic Club de Bilbao B,Spanish Segunda División,Spain,https://sofifa.com/player/227127/alejandro-remiro-gargallo/160002,mid_market
10,16,FIFA 16,male,45717,J. Standfest,Joachim Standfest,35,RB,DEF,65,65,64.22749999999999,80000.0,2000.0,104000.0,184000.0,0.184,99.94152046783626,99.97400909681612,99.88304093567251,0.6694644702114929,3.5535485139544036,RZ Pellets Wolfsberger AC,Austrian Football Bundesliga,Austria,https://sofifa.com/player/45717/joachim-standfest/160002,low_perf_low_cost__budget_depth
11,16,FIFA 16,male,229906,L. Bailey,Leon Bailey Butler,17,ST,ATT,62,81,70.07,550000.0,2000.0,104000.0,654000.0,0.654,99.93502274204027,99.93502274204027,99.94152046783626,0.6579565060632382,3.6984774081108043,KRC Genk,Belgian Jupiler Pro League,Jamaica,https://sofifa.com/player/229906/leon-bailey/160002,mid_market
12,16,FIFA 16,male,229364,Arellano,Julen Arellano Zaldúa,18,LB,DEF,63,81,70.2325,575000.0,2000.0,104000.0,679000.0,0.679,99.92852501624432,99.92202729044834,99.93502274204027,0.6558173372375533,3.692437326206573,Athletic Club de Bilbao B,Spanish Segunda División,Spain,https://sofifa.com/player/229364/julen-arellano-zaldua/160002,mid_market
13,16,FIFA 16,male,229235,M. Muhammed,Musa Muhammed,18,RB,DEF,67,79,72.4225,950000.0,3000.0,156000.0,1106000.0,1.106,99.92202729044834,99.77907732293697,99.92852501624432,0.6413402872086218,3.6904946687291584,İstanbul Başakşehir FK,Turkish Süper Lig,Nigeria,https://sofifa.com/player/229235/musa-muhammed/160002,mid_market
14,16,FIFA 16,male,199448,Nuno Santos,Nuno Filipe Oliveira dos Santos,35,LB,DEF,65,65,64.03999999999999,80000.0,2000.0,104000.0,184000.0,0.184,99.91552956465237,99.96751137102015,99.79857050032489,0.6368065471228443,3.3660485139544036,CD Tondela,Portuguese Liga ZON SAGRES,Portugal,https://sofifa.com/player/199448/nuno-filipe-oliveira-dos-santos/160002,low_perf_low_cost__budget_depth
15,16,FIFA 16,male,222573,A. Tello,Andrés Felipe Tello Muñoz,18,RB,DEF,66,78,71.5525,825000.0,2000.0,104000.0,929000.0,0.929,99.9090318388564,99.81156595191682,99.9090318388564,0.6313315788845257,3.6040149901538,Cagliari,Italian Serie B,Colombia,https://sofifa.com/player/222573/andres-tello/160002,mid_market
16,16,FIFA 16,male,224294,L. Cook,Lewis Cook,18,CDM,MID,69,81,73.9525,1400000.0,3000.0,156000.0,1556000.0,1.556,99.90253411306043,99.58414554905784,99.92202729044834,0.6308056969363817,3.6868095263769334,Leeds United,English League Championship,England,https://sofifa.com/player/224294/lewis-cook/160002,mid_market
17,16,FIFA 16,male,193804,M. Tootle,Matthew James Anthony Tootle,24,RB,DEF,64,71,69.7175,525000.0,2000.0,104000.0,629000.0,0.629,99.89603638726446,99.87654320987654,99.87654320987654,0.6281889932001675,3.5210873144145154,Shrewsbury Town,English League One,England,https://sofifa.com/player/193804/matt-tootle/160002,mid_market
18,16,FIFA 16,male,228279,J. Drommel,Joël Drommel,18,GK,GK,65,83,72.00999999999999,925000.0,2000.0,104000.0,1029000.0,1.029,99.88953866146849,99.74009096816114,99.90253411306043,0.6280532394078092,3.6022028054227633,FC Twente,Holland Eredivisie,Netherlands,https://sofifa.com/player/228279/joel-drommel/160002,mid_market
19,16,FIFA 16,male,226789,A. Fulgini,Angelo Fulgini,18,RB,DEF,67,78,72.105,900000.0,3000.0,156000.0,1056000.0,1.056,99.88304093567251,99.71410006497726,99.89603638726446,0.6235812795441472,3.5808372003488955,Valenciennes FC,French Ligue 2,France,https://sofifa.com/player/226789/angelo-fulgini/160002,mid_market
20,16,FIFA 16,male,200759,J. Schlupp,Jeffrey Schlupp,22,LWB,DEF,69,79,74.63000000000001,1400000.0,8000.0,416000.0,1816000.0,1.816,99.87654320987654,99.34372969460689,99.91552956465237,0.6234171827433668,3.6700985425397334,Leicester City,English Premier League,Ghana,https://sofifa.com/player/200759/jeffrey-schlupp/160002,mid_market
1,17,FIFA 17,male,13743,S. Gerrard,Steven Gerrard,36,CM,MID,81,81,77.08,1400000.0,10000.0,520000.0,1920000.0,1.92,100.0,99.94793474488026,100.0,0.9346820395452617,5.38957551077722,LA Galaxy,USA Major League Soccer,England,https://sofifa.com/player/13743/steven-gerrard/170002,mid_market
2,17,FIFA 17,male,137199,F. Brienza,Franco Brienza,37,CM,MID,76,76,71.955,350000.0,6000.0,312000.0,662000.0,0.662,99.99421497165336,99.95950480157353,99.99421497165336,0.8760066666074273,4.895257559059658,Bari,Italian Serie B,Italy,https://sofifa.com/player/137199/franco-brienza/170002,mid_market
3,17,FIFA 17,male,10863,E. Maresca,Enzo Maresca,36,CM,MID,75,75,71.365,325000.0,5000.0,260000.0,585000.0,0.585,99.98842994330673,99.96528982992017,99.98842994330673,0.8701020839113107,4.843004181258479,Hellas Verona,Italian Serie B,Italy,https://sofifa.com/player/10863/enzo-maresca/170002,mid_market
4,17,FIFA 17,male,7763,A. Pirlo,Andrea Pirlo,37,CM,MID,82,82,76.425,1400000.0,10000.0,520000.0,1920000.0,1.92,99.98264491496009,99.87272937637395,99.98264491496009,0.8190502427197686,4.734575510777219,New York City FC,USA Major League Soccer,Italy,https://sofifa.com/player/7763/andrea-pirlo/170002,mid_market
5,17,FIFA 17,male,214489,M. Restrepo,Andrés Mauricio Restrepo Gómez,35,CDM,MID,66,66,64.505,110000.0,500.0,26000.0,136000.0,0.136,99.97685988661344,100.0,99.9710748582668,0.8183075809906494,4.327718083619679,La Equidad,Colombian Liga Postobón,Colombia,https://sofifa.com/player/214489/mauricio-restrepo/170002,low_perf_low_cost__budget_depth
6,17,FIFA 17,male,5471,F. Lampard,Frank Lampard,38,CM,MID,78,78,73.20500000000001,575000.0,8000.0,416000.0,991000.0,0.991,99.9710748582668,99.93636468818697,99.97685988661344,0.7761069320507618,4.390733519269844,New York City FC,USA Major League Soccer,England,https://sofifa.com/player/5471/frank-lampard/170002,mid_market
7,17,FIFA 17,male,176540,B. Castillo,Bréiner Clemente Castillo Caicedo,38,GK,GK,69,69,66.32000000000001,170000.0,1000.0,52000.0,222000.0,0.222,99.96528982992017,99.98264491496009,99.96528982992017,0.7493637959109534,4.011711769031201,Envigado FC,Colombian Liga Postobón,Colombia,https://sofifa.com/player/176540/breiner-castillo/170002,mid_market
8,17,FIFA 17,male,176611,M. Canchila,Marco Antonio Canchila Vásquez,35,CB,DEF,66,66,63.972500000000004,110000.0,500.0,26000.0,136000.0,0.136,99.95950480157353,99.99421497165336,99.95950480157353,0.7243015782279408,3.7952180836196874,Fortaleza CEIF,Colombian Liga Postobón,Colombia,https://sofifa.com/player/176611/marco-canchila/170002,low_perf_low_cost__budget_depth
9,17,FIFA 17,male,45073,K. Lasley,Keith Lasley,36,CM,MID,66,66,64.2925,50000.0,2000.0,104000.0,154000.0,0.154,99.9537197732269,99.97685988661344,99.9537197732269,0.6820299560604948,3.574673660727356,Motherwell,Scottish Premiership,Scotland,https://sofifa.com/player/45073/keith-lasley/170002,low_perf_low_cost__budget_depth
10,17,FIFA 17,male,179684,J. Castillo,Juan Guillermo Castillo Iriart,38,GK,GK,66,66,63.559999999999995,110000.0,500.0,26000.0,136000.0,0.136,99.94793474488026,99.9710748582668,99.90743954645379,0.6514800267920371,3.382718083619679,Patriotas Boyacá FC,Colombian Liga Postobón,Uruguay,https://sofifa.com/player/179684/juan-castillo/170002,low_perf_low_cost__budget_depth
11,17,FIFA 17,male,159591,A. Pérez,Andrés Eduardo Pérez Gutiérrez,35,CDM,MID,74,74,71.04499999999999,575000.0,3000.0,156000.0,731000.0,0.731,99.9421497165336,99.73967372440124,99.9421497165336,0.6365773254546557,3.5540819802051544,Deportivo Cali,Colombian Liga Postobón,Colombia,https://sofifa.com/player/159591/andres-perez/170002,mid_market
12,17,FIFA 17,male,201886,S. Xulu,Siyanda Xulu,24,CB,DEF,68,74,72.535,1000000.0,500.0,26000.0,1026000.0,1.026,99.93636468818697,99.46777739210923,99.94793474488026,0.6302485180809902,3.5697927532531963,Kaizer Chiefs,South African Premier Division,South Africa,https://sofifa.com/player/201886/siyanda-xulu/170002,mid_market
13,17,FIFA 17,male,230872,M. Svilar,Mile Svilar,16,GK,GK,63,83,70.11,575000.0,500.0,26000.0,601000.0,0.601,99.93057965984033,99.78595395117435,99.9247946314937,0.6271079111960817,3.4706598406378646,RSC Anderlecht,Belgian Jupiler Pro League,Belgium,https://sofifa.com/player/230872/mile-svilar/170002,mid_market
14,17,FIFA 17,male,13760,S. McPhail,Stephen McPhail,36,CM,MID,62,62,60.8575,25000.0,1000.0,52000.0,77000.0,0.077,99.9247946314937,99.98842994330673,99.81487909290756,0.6263790661775264,3.1540164284659866,Shamrock Rovers,Rep. Ireland Airtricity League,Republic of Ireland,https://sofifa.com/player/13760/stephen-mcphail/170002,low_perf_low_cost__budget_depth
15,17,FIFA 17,male,235835,A. Confente,Alessandro Confente,18,GK,GK,60,80,67.98,325000.0,1000.0,52000.0,377000.0,0.377,99.91900960314706,99.8958694897605,99.88429943306723,0.6216341543408289,3.368725763537597,Chievo Verona,Italian Serie A,Italy,https://sofifa.com/player/235835/alessandro-confente/170002,mid_market
16,17,FIFA 17,male,214114,L. Murillo,Luis Carlos Murillo,25,LB,DEF,68,72,72.38499999999999,900000.0,2000.0,104000.0,1004000.0,1.004,99.91322457480042,99.42728219368276,99.93057965984033,0.6209909818099044,3.5140564477241725,Once Caldas,Colombian Liga Postobón,Colombia,https://sofifa.com/player/214114/luis-carlos-murillo/170002,mid_market
17,17,FIFA 17,male,210724,C. Paterson,Callum Thomas Owen Paterson,21,RB,DEF,68,78,73.865,1200000.0,4000.0,208000.0,1408000.0,1.408,99.90743954645379,98.81406918893903,99.93636468818697,0.6135572738118475,3.5233820539369987,Heart of Midlothian,Scottish Premiership,Scotland,https://sofifa.com/player/210724/callum-paterson/170002,mid_market
18,17,FIFA 17,male,214383,H. Obando,Henry Yoseiner Obando Estacio,23,RB,DEF,67,74,72.17750000000001,875000.0,2000.0,104000.0,979000.0,0.979,99.90165451810714,99.27687145667014,99.91900960314706,0.6043953100615573,3.4162146458793927,Club Deportes Tolima,Colombian Liga Postobón,Colombia,https://sofifa.com/player/214383/henry-obando/170002,mid_market
19,17,FIFA 17,male,233997,Peter Torreiro,Peter Jose Torreiro Costa,24,GK,GK,69,69,72.00999999999999,925000.0,500.0,26000.0,951000.0,0.951,99.8958694897605,99.2421612865903,99.8958694897605,0.5978820404820143,3.374906692223192,Club de Regatas Vasco da Gama,Campeonato Brasileiro Série B,Brazil,https://sofifa.com/player/233997/peter-jose-torreiro-costa/170002,mid_market
20,17,FIFA 17,male,210403,D. Chouchoumis,Diamantis Chouchoumis,21,LB,DEF,69,77,73.5675,1300000.0,1000.0,52000.0,1352000.0,1.352,99.89008446141386,98.57688302672683,99.91322457480042,0.5932856173178862,3.4023799268659047,Panathinaikos FC,Greek Super League,Greece,https://sofifa.com/player/210403/diamantis-chouchoumis/170002,mid_market
1,18,FIFA 18,male,48717,Júlio César,Júlio César Soares de Espíndola,37,GK,GK,80,80,76.2,1000000.0,9000.0,468000.0,1468000.0,1.468,100.0,99.8588607237622,100.0,1.0965921631069557,6.072528342287654,SL Benfica,Portuguese Liga ZON SAGRES,Brazil,https://sofifa.com/player/48717/julio-cesar-soares-espindola/180002,mid_market
2,18,FIFA 18,male,155980,D. Bičík,David Bičík,36,GK,GK,68,68,66.19,120000.0,500.0,26000.0,146000.0,0.146,99.99435442895049,99.98306328685148,99.97741771580195,1.0209159877433414,5.289256832047897,AC Sparta Praha,Czech Republic Gambrinus Liga,Czech Republic,https://sofifa.com/player/155980/david-bicik/180002,mid_market
3,18,FIFA 18,male,16254,T. Howard,Timothy Matthew Howard,38,GK,GK,78,78,74.21000000000001,700000.0,6000.0,312000.0,1012000.0,1.012,99.98870885790097,99.87015186586123,99.98870885790097,1.0159005706676683,5.569538987025609,Colorado Rapids,USA Major League Soccer,United States,https://sofifa.com/player/16254/tim-howard/180002,mid_market
4,18,FIFA 18,male,176540,B. Castillo,Bréiner Clemente Castillo Caicedo,39,GK,GK,68,68,65.02,60000.0,1000.0,52000.0,112000.0,0.112,99.98306328685148,99.98870885790097,99.97177214475245,1.0085449190737759,5.179054073503536,Atlético Huila,Colombian Liga Postobón,Colombia,https://sofifa.com/player/176540/breiner-castillo/180002,low_perf_low_cost__budget_depth
5,18,FIFA 18,male,49031,S. Sorrentino,Stefano Sorrentino,38,GK,GK,79,79,75.26,850000.0,10000.0,520000.0,1370000.0,1.37,99.97741771580195,99.757240444871,99.98306328685148,0.9779078698048808,5.408725909774901,Chievo Verona,Italian Serie A,Italy,https://sofifa.com/player/49031/stefano-sorrentino/180002,mid_market
6,18,FIFA 18,male,1179,G. Buffon,Gianluigi Buffon,39,GK,GK,89,89,83.5,4500000.0,110000.0,5720000.0,10220000.0,10.22,99.97177214475245,94.6649353582115,99.99435442895049,0.9573729501773554,5.615325998835786,Juventus,Italian Serie A,Italy,https://sofifa.com/player/1179/gianluigi-buffon/180002,high_perf_high_cost__premium_star
7,18,FIFA 18,male,158132,D. Brückner,Daniel Brückner,36,LB,DEF,65,65,63.64,60000.0,500.0,26000.0,86000.0,0.086,99.96612657370292,99.99435442895049,99.95483543160391,0.9572720439576107,4.855026390494416,FC Rot-Weiß Erfurt,German 3. Bundesliga,Germany,https://sofifa.com/player/158132/daniel-bruckner/180002,low_perf_low_cost__budget_depth
8,18,FIFA 18,male,159436,R. Zapata,Robinson Zapata Montaño,38,GK,GK,69,69,66.35000000000001,70000.0,2000.0,104000.0,174000.0,0.174,99.96048100265342,99.95483543160391,99.94354428950489,0.917419620494627,4.747880450599425,Club Independiente Santa Fe,Colombian Liga Postobón,Colombia,https://sofifa.com/player/159436/robinson-zapata/180002,mid_market
9,18,FIFA 18,male,140271,J. Restrepo,John Javier Restrepo Pérez,39,CDM,MID,65,65,61.974999999999994,35000.0,500.0,26000.0,61000.0,0.061,99.95483543160391,100.0,99.93789871845537,0.9141267474335002,4.5630907379681105,Rionegro Águilas,Colombian Liga Postobón,Colombia,https://sofifa.com/player/140271/javier-restrepo/180002,low_perf_low_cost__budget_depth
10,18,FIFA 18,male,216692,S. Torrico,Sebastián Alberto Torrico,37,GK,GK,77,77,73.98,600000.0,10000.0,520000.0,1120000.0,1.12,99.9491898605544,99.66691130807881,99.96612657370292,0.8974581976521979,4.934178135595374,San Lorenzo de Almagro,Argentina Primera División,Argentina,https://sofifa.com/player/216692/sebastian-torrico/180002,mid_market
11,18,FIFA 18,male,5479,Casillas,Iker Casillas Fernández,36,GK,GK,83,83,78.94,3500000.0,10000.0,520000.0,4020000.0,4.02,99.94354428950489,96.2231129678767,99.9491898605544,0.8334611240588227,4.785382817037302,FC Porto,Portuguese Liga ZON SAGRES,Spain,https://sofifa.com/player/5479/iker-casillas-fernandez/180002,high_perf_high_cost__premium_star
12,18,FIFA 18,male,205530,M. Pigliacelli,Mirko Pigliacelli,24,GK,GK,68,76,73.62,975000.0,3000.0,156000.0,1131000.0,1.131,99.93789871845537,99.48060746344493,99.93225314740586,0.8246231015384687,4.535107180890336,Pescara,Italian Serie B,Italy,https://sofifa.com/player/205530/mirko-pigliacelli/180002,mid_market
13,18,FIFA 18,male,117063,N. Douchez,Nicolas Douchez,37,GK,GK,73,73,70.5,275000.0,5000.0,260000.0,535000.0,0.535,99.93225314740586,99.81369615536612,99.91531643425733,0.8231017196917647,4.407700068141736,Racing Club de Lens,French Ligue 2,France,https://sofifa.com/player/117063/nicolas-douchez/180002,mid_market
14,18,FIFA 18,male,52491,E. Bugge Pettersen,Espen Bugge Pettersen,37,GK,GK,65,65,62.94,35000.0,1000.0,52000.0,87000.0,0.087,99.92660757635635,99.97741771580195,99.87579743691074,0.8212731485333198,4.108810909736192,Strømsgodset IF,Norwegian Eliteserien,Norway,https://sofifa.com/player/52491/espen-bugge-pettersen/180002,low_perf_low_cost__budget_depth
15,18,FIFA 18,male,214489,M. Restrepo,Andrés Mauricio Restrepo Gómez,36,CDM,MID,66,66,64.135,90000.0,500.0,26000.0,116000.0,0.116,99.92096200530683,99.96612657370292,99.88708857900977,0.8211305939487918,4.153772813276106,La Equidad,Colombian Liga Postobón,Colombia,https://sofifa.com/player/214489/mauricio-restrepo/180002,low_perf_low_cost__budget_depth
16,18,FIFA 18,male,214582,C. Bonilla,Cristian Harson Bonilla Garzón,24,GK,GK,69,76,73.58,1100000.0,1000.0,52000.0,1152000.0,1.152,99.91531643425733,99.3676960424547,99.92096200530683,0.8034481624662271,4.421561188240275,La Equidad,Colombian Liga Postobón,Colombia,https://sofifa.com/player/214582/cristian-bonilla/180002,mid_market
17,18,FIFA 18,male,156358,M. Muñoz,Moisés Alberto Muñoz Rodríguez,37,GK,GK,72,72,69.27,210000.0,4000.0,208000.0,418000.0,0.418,99.90967086320781,99.83063286851464,99.89837972110878,0.7859774268365196,4.164257012681645,Puebla FC,Mexican Liga MX,Mexico,https://sofifa.com/player/156358/moises-munoz/180002,mid_market
18,18,FIFA 18,male,214093,C. Giraldo,Carlos Alberto Giraldo Quiroga,37,CDM,MID,66,66,63.150000000000006,45000.0,1000.0,52000.0,97000.0,0.097,99.90402529215831,99.96048100265342,99.80240501326709,0.7772309707041949,3.8838608975358397,Deportivo Pasto,Colombian Liga Postobón,Colombia,https://sofifa.com/player/214093/carlos-giraldo/180002,low_perf_low_cost__budget_depth
19,18,FIFA 18,male,209002,M. Sayouba,Mandé Sayouba,24,GK,GK,69,74,73.23,1000000.0,2000.0,104000.0,1104000.0,1.104,99.89837972110878,99.23784790831593,99.90402529215831,0.7719789765157017,4.241699087442825,Stabæk Fotball,Norwegian Eliteserien,Côte d'Ivoire,https://sofifa.com/player/209002/mande-sayouba/180002,mid_market
20,18,FIFA 18,male,200389,J. Oblak,Jan Oblak,24,GK,GK,88,93,89.91,57000000.0,80000.0,4160000.0,61160000.0,61.16,99.89273415005928,60.385027945576695,99.96048100265342,0.7706840046199148,4.872960134686124,Atlético de Madrid,Spain Primera Division,Slovenia,https://sofifa.com/player/200389/jan-oblak/180002,high_perf_high_cost__premium_star
1,19,FIFA 19,male,214503,L. Delgado,Luis Enrique Delgado Mantilla,37,GK,GK,67,67,65.03999999999999,50000.0,500.0,26000.0,76000.0,0.076,100.0,100.0,100.0,1.271265178169041,6.589767418208467,Atlético Bucaramanga,Colombian Liga Postobón,Colombia,https://sofifa.com/player/214503/luis-delgado/190002,low_perf_low_cost__budget_depth
2,19,FIFA 19,male,155980,D. Bičík,David Bičík,37,GK,GK,66,66,63.959999999999994,45000.0,500.0,26000.0,71000.0,0.071,99.99439587536428,99.99439587536428,99.98879175072854,1.126760581522594,5.782435807862697,AC Sparta Praha,Czech Republic Gambrinus Liga,Czech Republic,https://sofifa.com/player/155980/david-bicik/190002,low_perf_low_cost__budget_depth
3,19,FIFA 19,male,5479,Casillas,Iker Casillas Fernández,37,GK,GK,82,82,77.85,1500000.0,10000.0,520000.0,2020000.0,2.02,99.98879175072854,99.79825151311366,99.99439587536428,1.1169913956266724,6.257253124260899,FC Porto,Portuguese Liga ZON SAGRES,Spain,https://sofifa.com/player/5479/iker-casillas-fernandez/190002,mid_market
