rank_vfm,fifa_version,season_label,dataset_gender,sofifa_id,short_name,long_name,age,primary_position,position_group,overall,potential,performance_score,value_eur,wage_eur,annual_wage_eur,total_cost_eur,cost_million_eur,vfm_index,vfm_formula_1_index,vfm_formula_2_index,vfm_formula_3_raw,regression_residual,club_name,league_name,nationality_name,player_url,cost_performance_segment
19,22,FIFA 22,male,259845,M. Santilli,Gabriel Mario Santilli,37,GK,GK,67,67,65.01,110000.0,500.0,26000.0,136000.0,0.136,99.90630368018323,99.92712508458695,99.89068762688044,1.174619788755955,6.054764895850511,Deportivo La Guaira FC,Venezuelan Primera División,Argentina,https://sofifa.com/player/259845/mario-santilli/220002,low_perf_low_cost__budget_depth
20,22,FIFA 22,male,164853,A. Federici,Adam Federici,36,GK,GK,70,70,68.2,180000.0,2000.0,104000.0,284000.0,0.284,99.90109832908229,99.85425016917391,99.88548227577951,1.152642180793834,6.02740647527699,Macarthur FC,Australian Hyundai A-League,Australia,https://sofifa.com/player/164853/adam-federici/220002,mid_market
21,22,FIFA 22,male,198653,M. Silva,Martín Andrés Silva Leites,38,GK,GK,75,75,71.96000000000001,625000.0,600.0,31200.0,656200.0,0.6562,99.89589297798136,99.71370568944874,99.91150903128417,1.152059886918348,6.127965040163048,Club Libertad,Paraguayan Primera División,Uruguay,https://sofifa.com/player/198653/martin-silva/220002,mid_market
22,22,FIFA 22,male,186781,K. Kronholm,Kenneth Kronholm,35,GK,GK,67,67,65.63,110000.0,1000.0,52000.0,162000.0,0.162,99.89068762688044,99.90109832908229,99.87507157357763,1.143827495800009,5.910356794854316,Chicago Fire Football Club,USA Major League Soccer,United States,https://sofifa.com/player/186781/kenneth-kronholm/220002,mid_market
23,22,FIFA 22,male,200463,T. Melia,Tim Melia,35,GK,GK,73,73,71.17999999999999,350000.0,4000.0,208000.0,558000.0,0.558,99.88548227577951,99.71891104054968,99.89589297798136,1.1424927162061245,6.056295021187736,Sporting Kansas City,USA Major League Soccer,United States,https://sofifa.com/player/200463/tim-melia/220002,mid_market
24,22,FIFA 22,male,157888,Q. Westberg,Quentin Westberg,35,GK,GK,66,66,64.97,90000.0,1000.0,52000.0,142000.0,0.142,99.88027692467857,99.90630368018323,99.86986622247672,1.1312344036339983,5.82612382119342,Toronto FC,USA Major League Soccer,United States,https://sofifa.com/player/157888/quentin-westberg/220002,low_perf_low_cost__budget_depth
25,22,FIFA 22,male,204536,S. Libman,Salomon Alexis Libman Pastor,37,GK,GK,66,66,64.05,90000.0,500.0,26000.0,116000.0,0.116,99.87507157357763,99.9167143823851,99.85945552027485,1.1291420973566488,5.789798535064222,Universidad Técnica de Cajamarca,Peruvian Primera División,Peru,https://sofifa.com/player/204536/salomon-libman/220002,low_perf_low_cost__budget_depth
26,22,FIFA 22,male,206549,E. Bush,Evan Bush,35,GK,GK,66,66,64.88,90000.0,1000.0,52000.0,142000.0,0.142,99.86986622247672,99.89589297798136,99.85425016917391,1.1145467663806479,5.7361238211934165,Columbus Crew,USA Major League Soccer,United States,https://sofifa.com/player/206549/evan-bush/220002,low_perf_low_cost__budget_depth
27,22,FIFA 22,male,190569,S. Frei,Stefan Frei,35,GK,GK,74,74,71.92999999999999,475000.0,4000.0,208000.0,683000.0,0.683,99.86466087137578,99.64603612513663,99.88027692467857,1.1131470107170482,5.923056032664718,Seattle Sounders FC,USA Major League Soccer,United States,https://sofifa.com/player/190569/stefan-frei/220002,mid_market
28,22,FIFA 22,male,164505,B. Guzan,Bradley Guzan,36,GK,GK,69,69,67.39,150000.0,2000.0,104000.0,254000.0,0.254,99.85945552027485,99.8178127114674,99.84904481807297,1.095465996092186,5.705219719912591,Atlanta United,USA Major League Soccer,United States,https://sofifa.com/player/164505/brad-guzan/220002,mid_market
29,22,FIFA 22,male,148729,I. Austbø,Iven Austbø,36,GK,GK,67,67,65.35,110000.0,1000.0,52000.0,162000.0,0.162,99.85425016917391,99.87507157357763,99.83863411587112,1.0919104021229198,5.630356794854315,Viking FK,Norwegian Eliteserien,Norway,https://sofifa.com/player/148729/iven-austbo/220002,mid_market
30,22,FIFA 22,male,188938,C. Álvarez,Cristian Darío Álvarez,35,GK,GK,74,74,72.13999999999999,475000.0,5000.0,260000.0,735000.0,0.735,99.84904481807297,99.60959866743012,99.86466087137578,1.09095196688655,5.812438862193531,Real Zaragoza,Spanish Segunda División,Argentina,https://sofifa.com/player/188938/cristian-alvarez/220002,mid_market
31,22,FIFA 22,male,244258,D. Zagorac,Danijel Zagorac,34,GK,GK,67,67,66.12,170000.0,500.0,26000.0,196000.0,0.196,99.84383946697206,99.83863411587112,99.82301806256832,1.075952866177625,5.567884476004636,Dinamo Zagreb,Croatian Prva HNL,Croatia,https://sofifa.com/player/244258/danijel-zagorac/220002,mid_market
32,22,FIFA 22,male,167495,M. Neuer,Manuel Peter Neuer,35,GK,GK,90,90,86.41999999999999,13500000.0,86000.0,4472000.0,17972000.0,17.972,99.83863411587112,98.9849565353183,99.90630368018323,1.0753928393515424,6.124344424849227,FC Bayern München,German 1. Bundesliga,Germany,https://sofifa.com/player/167495/manuel-neuer/220002,high_perf_high_cost__premium_star
33,22,FIFA 22,male,201186,Ivo Gonçalves,Ivo Filipe Claudino da Palma Gonçalves,37,GK,GK,68,68,65.76,130000.0,1000.0,52000.0,182000.0,0.182,99.83342876477018,99.84383946697206,99.8178127114674,1.0709450837672092,5.5317003387247965,FC Vizela,Portuguese Liga ZON SAGRES,Portugal,https://sofifa.com/player/201186/ivo-filipe-da-palma-goncalves/220002,mid_market
34,22,FIFA 22,male,206402,M. Putnocký,Matúš Putnocký,36,GK,GK,66,66,64.63,90000.0,1000.0,52000.0,142000.0,0.142,99.82822341366925,99.86986622247672,99.80740200926552,1.0681922184546755,5.4861238211934165,Śląsk Wrocław,Polish T-Mobile Ekstraklasa,Slovakia,https://sofifa.com/player/206402/matus-putnocky/220002,low_perf_low_cost__budget_depth
35,22,FIFA 22,male,232441,M. Higashiguchi,東口 順昭,35,GK,GK,71,71,69.47,210000.0,4000.0,208000.0,418000.0,0.418,99.82301806256832,99.70329498724689,99.83342876477018,1.0661055649166067,5.608553653534486,Gamba Osaka,Japanese J. League Division 1,Japan,https://sofifa.com/player/232441/masaaki-higashiguchi/220002,mid_market
36,22,FIFA 22,male,183666,Roberto,Roberto Jiménez Gago,35,GK,GK,73,73,71.14999999999999,350000.0,5000.0,260000.0,610000.0,0.61,99.8178127114674,99.61480401853105,99.84383946697206,1.062696593095201,5.6369699031518365,Real Valladolid CF,Spanish Segunda División,Spain,https://sofifa.com/player/183666/roberto-jimenez-gago/220002,mid_market
37,22,FIFA 22,male,185405,D. Kuciak,Dušan Kuciak,36,GK,GK,69,69,67.21,150000.0,2000.0,104000.0,254000.0,0.254,99.81260736036646,99.7865806048618,99.81260736036646,1.0620907215854847,5.5252197199125845,Lechia Gdańsk,Polish T-Mobile Ekstraklasa,Slovakia,https://sofifa.com/player/185405/dusan-kuciak/220002,mid_market
38,22,FIFA 22,male,161663,S. Viera,Mario Sebastián Viera Galain,38,GK,GK,74,74,70.88000000000001,475000.0,2000.0,104000.0,579000.0,0.579,99.80740200926552,99.62000936963197,99.82822341366925,1.0560878049296194,5.594869223099252,Junior FC,Colombian Liga Postobón,Uruguay,https://sofifa.com/player/161663/sebastian-viera/220002,mid_market
39,22,FIFA 22,male,254401,R. Farro,Ricardo Daniel Farro Caballero,36,GK,GK,63,63,61.75,50000.0,500.0,26000.0,76000.0,0.076,99.80219665816459,99.92191973348602,99.7865806048618,1.0549798703088846,5.337467657752391,FBC Melgar,Peruvian Primera División,Peru,https://sofifa.com/player/254401/ricardo-farro/220002,low_perf_low_cost__budget_depth
40,22,FIFA 22,male,260021,M. Cardozo,Mauro Ruben Cardozo Patiño,38,GK,GK,66,66,63.65,90000.0,500.0,26000.0,116000.0,0.116,99.79699130706366,99.88027692467857,99.79178595596274,1.0549748206750933,5.389798535064223,12 de Octubre FC,Paraguayan Primera División,Paraguay,https://sofifa.com/player/260021/mauro-cardozo/220002,low_perf_low_cost__budget_depth
41,22,FIFA 22,male,218175,C. Servín,Carlos María Servín Caballero,34,GK,GK,66,66,65.52,150000.0,500.0,26000.0,176000.0,0.176,99.79178595596274,99.83342876477018,99.80219665816459,1.0543740091200147,5.438178186658277,Club Libertad,Paraguayan Primera División,Paraguay,https://sofifa.com/player/218175/carlos-servin/220002,mid_market
42,22,FIFA 22,male,171574,Santamaría,Roberto Santamaría Ciprián,36,GK,GK,69,69,67.09,150000.0,2000.0,104000.0,254000.0,0.254,99.7865806048618,99.7553484982562,99.79699130706366,1.0398405385810197,5.405219719912594,SD Amorebieta,Spanish Segunda División,Spain,https://sofifa.com/player/171574/roberto-santamaria-ciprian/220002,mid_market
43,22,FIFA 22,male,169181,K. Vermeer,Kenneth Vermeer,35,GK,GK,68,68,66.61999999999999,130000.0,2000.0,104000.0,234000.0,0.234,99.78137525376086,99.74493779605434,99.78137525376086,1.0210230059213479,5.293577807003231,FC Cincinnati,USA Major League Soccer,Netherlands,https://sofifa.com/player/169181/kenneth-vermeer/220002,mid_market
44,22,FIFA 22,male,217646,S. Nishikawa,西川 周作,35,GK,GK,69,69,67.78999999999999,150000.0,3000.0,156000.0,306000.0,0.306,99.77616990265994,99.69808963614597,99.77616990265994,1.0144588551096008,5.29139259986929,Urawa Red Diamonds,Japanese J. League Division 1,Japan,https://sofifa.com/player/217646/shusaku-nishikawa/220002,mid_market
45,22,FIFA 22,male,165735,B. Jones,Bradley Scott Jones,39,GK,GK,69,69,65.92,150000.0,1000.0,52000.0,202000.0,0.202,99.770964551559,99.78137525376086,99.76575920045806,1.0137473354596387,5.23613030137237,Perth Glory,Australian Hyundai A-League,Australia,https://sofifa.com/player/165735/brad-jones/220002,mid_market
46,22,FIFA 22,male,136686,Kim Young Kwang,김영광 Young Kwang Kim,38,GK,GK,68,68,65.42,130000.0,1000.0,52000.0,182000.0,0.182,99.76575920045806,99.79699130706366,99.75014314715528,1.0079028985878864,5.191700338724793,Seongnam FC,Korean K League 1,Korea Republic,https://sofifa.com/player/136686/young-kwang-kim/220002,mid_market
47,22,FIFA 22,male,189586,D. Hernández,Daniel Hernández Santos,35,GK,GK,68,68,66.53,130000.0,2000.0,104000.0,234000.0,0.234,99.76055384935714,99.72411639165063,99.7553484982562,1.0043353686679999,5.203577807003242,CD Tenerife,Spanish Segunda División,Venezuela,https://sofifa.com/player/189586/daniel-hernandez/220002,mid_market
48,22,FIFA 22,male,214761,A. Giménez,Arnaldo Andrés Giménez Dos Santos,34,GK,GK,66,66,65.25,150000.0,500.0,26000.0,176000.0,0.176,99.7553484982562,99.80219665816459,99.74493779605434,1.0043110973599654,5.168178186658281,Club Deportivo Jorge Wilstermann,Liga de Fútbol Profesional Boliviano,Paraguay,https://sofifa.com/player/214761/arnaldo-gimenez/220002,low_perf_low_cost__budget_depth
49,22,FIFA 22,male,186882,P. Šteinbors,Pāvels Šteinbors,35,GK,GK,65,65,63.95,80000.0,1000.0,52000.0,132000.0,0.132,99.75014314715528,99.82822341366925,99.72411639165063,1.002948330896745,5.125207569952295,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,Latvia,https://sofifa.com/player/186882/pavels-steinbors/220002,low_perf_low_cost__budget_depth
50,22,FIFA 22,male,231489,A. Keita,Aly Keita,34,GK,GK,69,69,68.25,240000.0,2000.0,104000.0,344000.0,0.344,99.74493779605434,99.6408307740357,99.770964551559,1.002225797123209,5.239911146251984,Östersunds FK,Swedish Allsvenskan,Guinea,https://sofifa.com/player/231489/aly-keita/220002,mid_market
51,22,FIFA 22,male,191827,Yoo Hyun,유현 刘贤,36,GK,GK,63,63,61.900000000000006,50000.0,650.0,33800.0,83800.0,0.0838,99.7397324449534,99.88548227577951,99.71370568944874,1.0013950934694695,5.06057063081807,Suwon FC,Korean K League 1,Korea Republic,https://sofifa.com/player/191827/hyun-yoo/220002,low_perf_low_cost__budget_depth
52,22,FIFA 22,male,176922,F. Assmann,Walter Fabián Assmann,35,GK,GK,64,64,63.14,60000.0,1000.0,52000.0,112000.0,0.112,99.73452709385248,99.84904481807297,99.70329498724689,0.9896476368201554,5.0331300343509255,Club Atlético Aldosivi,Argentina Primera División,Argentina,https://sofifa.com/player/176922/fabian-assmann/220002,low_perf_low_cost__budget_depth
53,22,FIFA 22,male,150659,V. Demarconnay,Vincent Demarconnay,38,GK,GK,70,70,67.31,180000.0,2000.0,104000.0,284000.0,0.284,99.72932174275155,99.6720628806413,99.72932174275155,0.9876199901773728,5.13740647527699,Paris FC,French Ligue 2,France,https://sofifa.com/player/150659/vincent-demarconnay/220002,mid_market
54,22,FIFA 22,male,232790,H. Iikura,饭仓 大樹,35,GK,GK,65,65,63.830000000000005,80000.0,1000.0,52000.0,132000.0,0.132,99.72411639165063,99.81260736036646,99.69288428504503,0.9806981478922787,5.005207569952297,Vissel Kobe,Japanese J. League Division 1,Japan,https://sofifa.com/player/232790/hiroki-iikura/220002,low_perf_low_cost__budget_depth
55,22,FIFA 22,male,162052,D. Ousted,David Ousted Hansen,36,GK,GK,65,65,63.550000000000004,80000.0,850.0,44200.0,124200.0,0.1242,99.71891104054968,99.82301806256832,99.68767893394408,0.9795268155305618,4.991348583447703,Hammarby IF,Swedish Allsvenskan,Denmark,https://sofifa.com/player/162052/david-ousted/220002,low_perf_low_cost__budget_depth
56,22,FIFA 22,male,148526,P. Kieszek,Paweł Kieszek,37,GK,GK,73,73,70.28999999999999,350000.0,4000.0,208000.0,558000.0,0.558,99.71370568944874,99.56275050752174,99.7397324449534,0.9774705255896633,5.166295021187736,Wisła Kraków,Polish T-Mobile Ekstraklasa,Poland,https://sofifa.com/player/148526/pawel-kieszek/220002,mid_market
57,22,FIFA 22,male,169404,J. Fejzić,Jasmin Fejzić,35,GK,GK,68,68,66.38,130000.0,2000.0,104000.0,234000.0,0.234,99.70850033834782,99.70850033834782,99.70850033834782,0.9765226399124154,5.053577807003236,Eintracht Braunschweig,German 3. Bundesliga,Bosnia and Herzegovina,https://sofifa.com/player/169404/jasmin-fejzic/220002,mid_market
58,22,FIFA 22,male,168354,E. Viviano,Emiliano Viviano,35,GK,GK,72,72,70.31,250000.0,6000.0,312000.0,562000.0,0.562,99.70329498724689,99.5575451564208,99.73452709385248,0.9752277997937406,5.155083960707486,Fatih Karagümrük S.K.,Turkish Süper Lig,Italy,https://sofifa.com/player/168354/emiliano-viviano/220002,mid_market
59,22,FIFA 22,male,226379,M. Díaz,Marcos Guillermo Díaz,35,GK,GK,75,75,72.83,625000.0,7000.0,364000.0,989000.0,0.989,99.69808963614597,99.45343813440216,99.76055384935714,0.9715918877830501,5.205457465417325,Club Atlético Huracán,Argentina Primera División,Argentina,https://sofifa.com/player/226379/marcos-diaz/220002,mid_market
60,22,FIFA 22,male,214373,A. Silva,Antony Domingo Silva Cano,37,GK,GK,71,71,68.31,210000.0,3000.0,156000.0,366000.0,0.366,99.69288428504503,99.6043933163292,99.69808963614597,0.9617026387216814,5.0290369447748375,Puebla FC,Mexican Liga MX,Paraguay,https://sofifa.com/player/214373/antony-silva/220002,mid_market
61,22,FIFA 22,male,176389,Jung Sung Ryong,정성룡 郑俊玄,36,GK,GK,69,69,67.48,150000.0,3000.0,156000.0,306000.0,0.306,99.68767893394408,99.62521472073291,99.68247358284317,0.9569792156813975,4.981392599869302,Kawasaki Frontale,Japanese J. League Division 1,Korea Republic,https://sofifa.com/player/176389/sung-ryong-jung/220002,mid_market
62,22,FIFA 22,male,182207,D. Stockdale,David Adam Stockdale,35,GK,GK,67,67,65.86999999999999,110000.0,2000.0,104000.0,214000.0,0.214,99.68247358284317,99.69288428504503,99.6720628806413,0.9563969438406724,4.933972845357886,Wycombe Wanderers,English League One,England,https://sofifa.com/player/182207/david-stockdale/220002,mid_market
63,22,FIFA 22,male,176994,R. Gurtner,Régis Gurtner,34,GK,GK,72,72,70.56,400000.0,4000.0,208000.0,608000.0,0.608,99.67726823174223,99.52110769871427,99.71891104054968,0.9560359843721467,5.061319769963646,Amiens SC,French Ligue 2,France,https://sofifa.com/player/176994/regis-gurtner/220002,mid_market
64,22,FIFA 22,male,244912,T. Sugeno,菅野 孝宪,37,GK,GK,66,66,63.989999999999995,90000.0,1000.0,52000.0,142000.0,0.142,99.6720628806413,99.76055384935714,99.64603612513663,0.9495245757641866,4.846123821193416,Hokkaido Consadole Sapporo,Japanese J. League Division 1,Japan,https://sofifa.com/player/244912/takanori-sugeno/220002,low_perf_low_cost__budget_depth
65,22,FIFA 22,male,213626,F. Hurtado,Fernando Javier Hurtado Pérez,38,GK,GK,65,65,62.87,80000.0,600.0,31200.0,111200.0,0.1112,99.66685752954037,99.80740200926552,99.62521472073291,0.9455571020915658,4.794452738650328,CD Antofagasta,Chilian Campeonato Nacional,Chile,https://sofifa.com/player/213626/fernando-hurtado/220002,low_perf_low_cost__budget_depth
66,22,FIFA 22,male,214706,N. Veloso,Nery Alexis Veloso Espinoza,34,GK,GK,67,67,65.97,170000.0,1000.0,52000.0,222000.0,0.222,99.66165217843943,99.65644682733851,99.66165217843943,0.9443611413977525,4.873605575353409,Club Deportivo Palestino,Chilian Campeonato Nacional,Chile,https://sofifa.com/player/214706/nery-veloso/220002,mid_market
67,22,FIFA 22,male,181001,B. Knighton,Bradley Burton Knighton,36,GK,GK,65,65,63.61,80000.0,1000.0,52000.0,132000.0,0.132,99.65644682733851,99.76575920045806,99.62000936963197,0.939906145717422,4.785207569952291,New England Revolution,USA Major League Soccer,United States,https://sofifa.com/player/181001/brad-knighton/220002,low_perf_low_cost__budget_depth
68,22,FIFA 22,male,144160,T. Acar,Tolgahan Acar,35,GK,GK,67,67,65.78,110000.0,2000.0,104000.0,214000.0,0.214,99.65124147623757,99.66165217843943,99.6408307740357,0.9397093065873244,4.8439728453578965,GZT Giresunspor,Turkish Süper Lig,Turkey,https://sofifa.com/player/144160/tolgahan-acar/220002,mid_market
69,22,FIFA 22,male,176630,Marco Pereira,Marco André Rocha Pereira,34,GK,GK,73,73,71.58,525000.0,5000.0,260000.0,785000.0,0.785,99.64603612513663,99.44302743220031,99.67726823174223,0.9322855361921183,4.964865901683396,Santa Clara,Portuguese Liga ZON SAGRES,Portugal,https://sofifa.com/player/176630/marco-andre-rocha-pereira/220002,mid_market
70,22,FIFA 22,male,176345,Kwoun Sun Tae,권순태 权纯泰,36,GK,GK,65,65,63.550000000000004,80000.0,1000.0,52000.0,132000.0,0.132,99.6408307740357,99.75014314715528,99.59918796522825,0.9287810542151896,4.725207569952296,Kashima Antlers,Japanese J. League Division 1,Korea Republic,https://sofifa.com/player/176345/sun-tae-kwoun/220002,low_perf_low_cost__budget_depth
71,22,FIFA 22,male,142258,S. Bossut,Sammy Andre Bossut,35,GK,GK,70,70,68.39,180000.0,4000.0,208000.0,388000.0,0.388,99.63562542293478,99.5731612097236,99.65124147623757,0.9279035573308154,4.853978940363689,SV Zulte Waregem,Belgian Jupiler Pro League,Belgium,https://sofifa.com/player/142258/sammy-bossut/220002,mid_market
72,22,FIFA 22,male,132740,J. Hansen,Jesper Hansen,36,GK,GK,74,74,71.8,475000.0,7000.0,364000.0,839000.0,0.839,99.63042007183385,99.4274113788975,99.66685752954037,0.9176506132132038,4.8941740753517,Aarhus GF,Danish Superliga,Denmark,https://sofifa.com/player/132740/jesper-hansen/220002,mid_market
73,22,FIFA 22,male,110974,Riesgo,Asier Riesgo Unamuno,37,GK,GK,71,71,68.64,210000.0,4000.0,208000.0,418000.0,0.418,99.62521472073291,99.54192910311801,99.61480401853105,0.9122084658023791,4.7785536535344875,CD Leganés,Spanish Segunda División,Spain,https://sofifa.com/player/110974/asier-riesgo-unamuno/220002,mid_market
74,22,FIFA 22,male,163301,J. Orozco,Jonathan Emmanuel Orozco Domínguez,35,GK,GK,75,75,73.13,625000.0,10000.0,520000.0,1145000.0,1.145,99.62000936963197,99.34933111238354,99.65644682733851,0.9051895861516448,4.8654711759035365,Club Tijuana,Mexican Liga MX,Mexico,https://sofifa.com/player/163301/jonathan-orozco/220002,mid_market
75,22,FIFA 22,male,181481,D. Vukovic,Daniel Vuković,36,GK,GK,74,74,71.44,475000.0,6000.0,312000.0,787000.0,0.787,99.61480401853105,99.41179532559471,99.63042007183385,0.9042070150960884,4.813747493311027,N.E.C. Nijmegen,Holland Eredivisie,Australia,https://sofifa.com/player/181481/danny-vukovic/220002,mid_market
76,22,FIFA 22,male,254191,R. Rivas,Roberto Carlos Rivas Rivera,36,GK,GK,61,61,59.92,35000.0,500.0,26000.0,61000.0,0.061,99.60959866743012,99.86466087137578,99.5575451564208,0.8988379148898238,4.468137787922878,Club Atlético Nacional Potosí,Liga de Fútbol Profesional Boliviano,Bolivia,https://sofifa.com/player/254191/roberto-rivas/220002,low_perf_low_cost__budget_depth
